Label,NarratorID_Mapped,NarratorNameAr,NarratorNameAr-Mapped,NarratorNameEn-Mapped,Gender,NarratorGeneration
Abdullah bin Umayr,10934,عبد الله بن عمير مولى أم الفضل وابن عباس,عبد الله بن عمير,Abdullah bin Umayr,Male,Follower(Tabi')
Abdullah bin Abi Qays,10935,عبد الله بن أبى قيس أبو الأسود النصرى,عبد الله بن أبي قيس,Abdullah bin Abi Qays,Male,Follower(Tabi')
Abdullah bin Kathir bin al-Mtlb (6),10936,عبد الله بن كثير بن المطلب بن أبى وداعة,عبد الله بن كثير بن المطلب,Abdullah bin Kathir bin al-Mtlb (6),Male,Follower(Tabi')
Abdullah bin Niyar bin Makaram (3),10937,عبد الله بن نيار بن مكرم الأسلمى,عبد الله بن نيار بن مكرم الأسلمي,Abdullah bin Niyar bin Makaram (3),Male,Follower(Tabi')
Abu Abdur Rahman al-Habli (3),10938,عبد الله بن يزيد أبو عبد الرحمن الحبلى,عبد الله بن يزيد أبو عبد الرحمن الحبلي,Abu Abdur Rahman al-Habli (3),Male,Follower(Tabi')
Abdullah bin Yasar al-Bahi (3),10939,عبد الله البهى مولى مصعب بن الزبير,عبد الله البهي مولى مصعب,Abdullah bin Yasar al-Bahi (3),Male,Follower(Tabi')
Abd al-Jabbar bin Wail (3),10940,عبد الجبار بن وائل بن حجر,عبد الجبار بن وائل بن حجر,Abd al-Jabbar bin Wail (3),Male,Follower(Tabi')
Abdur Rahman bin al-Asm,10941,عبد الرحمن بن الأصم أبو بكر العبدى,عبد الرحمن بن الأصم,Abdur Rahman bin al-Asm,Male,Follower(Tabi')
Abdur Rahman bin Said bin Wahb ,10943,عبد الرحمن بن سعيد بن وهب الهمدانى,عبد الرحمن بن سعيد بن وهب الهمداني,Abdur Rahman bin Said bin Wahb ,Male,Follower(Tabi')
Abdur Rahman bin Aby ,10944,عبد الرحمن بن أبى الشعثاء المحاربى,عبد الرحمن بن أبي الشعثاء,Abdur Rahman bin Aby ,Male,Follower(Tabi')
Abdul Malik bin Aby (5),10945,عبد الملك بن أبى سليمان العرزمى,عبد الملك بن أبي سليمان,Abdul Malik bin Aby (5),Male,Follower(Tabi')
Ubaidullah bin Abdullah bin al-Asm (6),10946,عبيد الله بن عبد الله بن الأصم العامرى,عبيد الله بن عبد الله بن الأصم,Ubaidullah bin Abdullah bin al-Asm (6),Male,Follower(Tabi')
Ata bin Abi Muslim,10947,عطاء بن أبى مسلم أبو عثمان الخراسانى,عطاء بن أبي مسلم,Ata bin Abi Muslim,Male,Follower(Tabi')
Ali bin Abi Talha (6),10948,على بن أبى طلحة مولى بنى العباس,علي بن أبي طلحة,Ali bin Abi Talha (6),Male,Follower(Tabi')
Ali bin Abdullah bin Abbas (3),10949,على بن عبد الله بن عباس الهاشمى,علي بن عبد الله بن عباس بن عبد المطلب,Ali bin Abdullah bin Abbas (3),Male,Follower(Tabi')
Ali bin Abdullah,10950,على بن عبد الله البارقى الأزدى,علي بن عبد الله,Ali bin Abdullah,Male,Follower(Tabi')
Amar bin Abi Amar (3),10951,عمار بن أبى عمار مولى بنى هاشم,عمار بن أبي عمار مولى بني هاشم,Amar bin Abi Amar (3),Male,Follower(Tabi')
Amr bin al-Shryd (3),10952,عمرو بن الشريد أبو الوليد الطائفى الثقفى,عمرو بن الشريد,Amr bin al-Shryd (3),Male,Follower(Tabi')
Amr bin Muslim al-Jndy (6),10953,عمرو بن مسلم الجندى اليمانى,عمرو بن مسلم الجندي,Amr bin Muslim al-Jndy (6),Male,Follower(Tabi')
"Imran bin Abi Ata,Abu Hamza al-Qassab",10954,عمران بن أبى عطاء أبو حمزة القصاب,عمران بن أبي عطاء أبو حمزة القصاب,"Imran bin Abi Ata,Abu Hamza al-Qassab",Male,Follower(Tabi')
al-Ala bin Khalid al-Asady,10955,العلاء بن خالد الأسدى الكاهلى,العلاء بن خالد الأسدي الكاهلي,al-Ala bin Khalid al-Asady,Male,Follower(Tabi')
al-Qasim bin Mhran al-Qaysy (6),10956,القاسم بن مهران القيسى,القاسم بن مهران القيسي مولى بني قيس,al-Qasim bin Mhran al-Qaysy (6),Male,Follower(Tabi')
al-Lyth bin Abi Sulaym (6),10957,الليث بن أبى سليم بن زنيم,الليث بن أبي سليم,al-Lyth bin Abi Sulaym (6),Male,Follower(Tabi')
Muhammad bin Abdur Rahman bin Haritha (5),10959,محمد بن عبد الرحمن بن حارثة أبو الرجال,محمد بن عبد الرحمن بن حارثة - أبو الرجال,Muhammad bin Abdur Rahman bin Haritha (5),Male,Follower(Tabi')
"Muhammad bin Abdur Rahman, Client (6)",10960,محمد بن عبد الرحمن مولى بنى زهرة,محمد بن عبد الرحمن مولى بني زهرة,"Muhammad bin Abdur Rahman, Client (6)",Male,Follower(Tabi')
Muhammad bin Ali bin Abd. bin Abbas (6),10961,محمد بن على بن عبد الله بن عباس الهاشمى,محمد بن علي بن عبد الله بن عباس,Muhammad bin Ali bin Abd. bin Abbas (6),Male,Follower(Tabi')
Mukhtar bin Falfal (5),10962,مختار بن فلفل مولى عمرو بن حريث,مختار بن فلفل,Mukhtar bin Falfal (5),Male,Follower(Tabi')
Muslim bin Qrzh (3),10963,مسلم بن قرظة الأشجعى,مسلم بن قرظة,Muslim bin Qrzh (3),Male,Follower(Tabi')
Muslim bin Hysm ,10964,مسلم بن هيصم العبدى,مسلم بن هيصم,Muslim bin Hysm ,Male,Follower(Tabi')
Masda Abu Yahya al-Aaraj al-Marqab ,10965,مصدع أبو يحيى المعرقب الأعرج,مصدع أبو يحيى الأعرج المعرقب,Masda Abu Yahya al-Aaraj al-Marqab ,Male,Follower(Tabi')
al-Mughira bin Hakeem (4),10966,المغيرة بن حكيم الصنعانى,المغيرة بن حكيم الصنعاني,al-Mughira bin Hakeem (4),Male,Follower(Tabi')
Mqatl bin Hyan al-Nbty ,10967,مقاتل بن حيان أبو بسطام النبطى البلخى,مقاتل بن حيان النبطي,Mqatl bin Hyan al-Nbty ,Male,Follower(Tabi')
Mamtur Abu Salam al-Aswad (3),10968,ممطور أبو سلام الأسود الحبشى,ممطور أبو سلام الأسود الحبشي,Mamtur Abu Salam al-Aswad (3),Male,Follower(Tabi')
Mnswr bin Hyan (5),10969,منصور بن حيان بن حصين الأسدى,منصور بن حيان,Mnswr bin Hyan (5),Male,Follower(Tabi')
al-Numan bin Rashid al-Jzry ,10971,النعمان بن راشد أبو إسحاق الجزرى,النعمان بن راشد الجزري أبو إسحاق الرقي,al-Numan bin Rashid al-Jzry ,Male,Follower(Tabi')
al-Numan bin Salm al-Taify (4),10972,النعمان بن سالم الطائفى,النعمان بن سالم الطائفي,al-Numan bin Salm al-Taify (4),Male,Follower(Tabi')
Nym bin Abi Hnd (4),10973,نعيم بن أبى هند بن أشيم الأشجعى,نعيم بن أبي هند,Nym bin Abi Hnd (4),Male,Follower(Tabi')
Harun bin Raaib (6),10974,هارون بن رئاب أبو بكر التميمى,هارون بن رئاب,Harun bin Raaib (6),Male,Follower(Tabi')
al-Walid bin Abdur Rahman (4),10975,الوليد بن عبد الرحمن الجرشى الزجاج,الوليد بن عبد الرحمن الجرشي,al-Walid bin Abdur Rahman (4),Male,Follower(Tabi')
al-Walid bin Ataa bin Khbab ,10976,الوليد بن عطاء بن خباب,الوليد بن عطاء بن خباب,al-Walid bin Ataa bin Khbab ,Male,Follower(Tabi')
al-Walid bin Hisham bin Muawiya (6),10977,الوليد بن هشام بن معاوية المعيطى الأموى,الوليد بن هشام بن معاوية بن هشام,al-Walid bin Hisham bin Muawiya (6),Male,Follower(Tabi')
Yahya bin Jabir al-Taii (6),10978,يحيى بن جابر بن حسان الطائى,يحيى بن جابر الطائي,Yahya bin Jabir al-Taii (6),Male,Follower(Tabi')
Yahya bin Said bin al-Aas (3),10979,يحيى بن سعيد بن العاص الأموى,يحيى بن سعيد بن العاص,Yahya bin Said bin al-Aas (3),Male,Follower(Tabi')
Yahya bin Yazid al-Hnaiy ,10980,يحيى بن يزيد الهنائى,يحيى بن يزيد الهنائي,Yahya bin Yazid al-Hnaiy ,Male,Follower(Tabi')
Yazid bin Khumayr al-Rahbi (5),10981,يزيد بن خمير أبو عمر الرحبى الحمصى,يزيد بن خمير,Yazid bin Khumayr al-Rahbi (5),Male,Follower(Tabi')
Yazid bin Nym bin Hzal ,10982,يزيد بن نعيم بن هزال الأسلمى,يزيد بن نعيم بن هزال الأسلمي,Yazid bin Nym bin Hzal ,Male,Follower(Tabi')
Yaqub bin Asim bin Urwa,10983,يعقوب بن عاصم بن عروة بن مسعود الثقفى,يعقوب بن عاصم بن عروة بن مسعود,Yaqub bin Asim bin Urwa,Male,Follower(Tabi')
Yaqub bin Abdullah bin Abi Talha,10984,يعقوب بن عبد الله بن أبى طلحة الأنصارى,يعقوب بن عبد الله بن أبي طلحة,Yaqub bin Abdullah bin Abi Talha,Male,Follower(Tabi')
Yaqub bin Mjahd ,10985,يعقوب بن مجاهد أبو حزرة القاص,يعقوب بن مجاهد,Yaqub bin Mjahd ,Male,Follower(Tabi')
Yala bin Ata (4),10986,يعلى بن عطاء العامرى الطائفى,يعلى بن عطاء العامري,Yala bin Ata (4),Male,Follower(Tabi')
Yonus bin Yusuf bin Hmas (6),10987,يونس بن يوسف بن حماس,يونس بن يوسف بن حماس,Yonus bin Yusuf bin Hmas (6),Male,Follower(Tabi')
Abu Bakr bin Abdullah bin Abi al-Jahm (4),10988,أبو بكر بن عبد الله بن أبى الجهم العدوى,أبو بكر بن عبد الله بن أبي الجهم العدوي,Abu Bakr bin Abdullah bin Abi al-Jahm (4),Male,Follower(Tabi')
Abu Bakr bin Ubaidullah bin Abdullah ,10989,أبو بكر بن عبيد الله بن عبد الله بن عمر,أبو بكر بن عبيد الله بن عبد الله,Abu Bakr bin Ubaidullah bin Abdullah ,Male,Follower(Tabi')
Abu Said Mwla al-Mhry (3),10992,أبو سعيد مولى المهرى,أبو سعيد مولى المهري,Abu Said Mwla al-Mhry (3),Male,Follower(Tabi')
Abu Ubaid al-Madhhaji (5),10993,أبو عبيد المذحجى حاجب سليمان,أبو عبيد المذحجي,Abu Ubaid al-Madhhaji (5),Male,Follower(Tabi')
Abu Ubaida bin Abdullah bin Zama,10994,أبو عبيدة بن عبد الله بن زمعة بن الأسود,أبو عبيدة بن عبد الله بن زمعة,Abu Ubaida bin Abdullah bin Zama,Male,Follower(Tabi')
Abu Ubaida bin Uqba ,10995,أبو عبيدة بن عقبة بن نافع الفهرى,أبو عبيدة بن عقبة,Abu Ubaida bin Uqba ,Male,Follower(Tabi')
Abu Kathir al-Shaymi,10996,أبو كثير السحيمى الغبرى اليمامى الأعمى,أبو كثير السحيمي الغبري,Abu Kathir al-Shaymi,Male,Follower(Tabi')
Abu Namh al-Sady ,10997,أبو نعامة السعدى البصرى,أبو نعامة السعدي,Abu Namh al-Sady ,Male,Follower(Tabi')
Abu Yonus Mwla Aaishh (3),10998,أبو يونس مولى عائشة,أبو يونس مولى عائشة,Abu Yonus Mwla Aaishh (3),Male,Follower(Tabi')
Said ibn al-Musayyib (2),11002,سعيد بن المسيب بن حزن القرشى المخزومى,سعيد بن المسيب بن حزن أبو محمد القرشي,Said ibn al-Musayyib (2),Male,Follower(Tabi')
Abu Bakr bin Abdur Rahman (3),11003,أبو بكر بن عبد الرحمن بن الحارث بن هشام,أبو بكر بن عبد الرحمن بن الحارث بن هشام,Abu Bakr bin Abdur Rahman (3),Male,Follower(Tabi')
Ubaydullah bin Abdullah bin Utba (3),11004,عبيد الله بن عبد الله بن عتبة بن مسعود,عبيد الله بن عبد الله بن عتبة بن مسعود,Ubaydullah bin Abdullah bin Utba (3),Male,Follower(Tabi')
Sulayman ibn Yasar (3),11005,سليمان بن يسار الهلالى المدنى,سليمان بن يسار مولى ميمونة بنت الحارث,Sulayman ibn Yasar (3),Male,Follower(Tabi')
Kharija ibn Zayd ibn Thabit,11006,خارجة بن زيد بن ثابت الأنصارى,خارجة بن زيد بن ثابت الأنصاري,Kharija ibn Zayd ibn Thabit,Male,Follower(Tabi')
Umar bin ‘Abdul-‘Aziz (4),11010,عمر بن عبد العزيز أمير المؤمنين,عمر بن عبد العزيز,Umar bin ‘Abdul-‘Aziz (4),Male,Follower(Tabi')
Salim bin Abdullah bin Umar (3),11011,سالم بن عبد الله بن عمر بن الخطاب العدوى,سالم بن عبد الله بن عمر بن الخطاب,Salim bin Abdullah bin Umar (3),Male,Follower(Tabi')
Maymun bin Mahran (4),11012,ميمون بن مهران أبو أيوب الجزرى الكوفى,ميمون بن مهران,Maymun bin Mahran (4),Male,Follower(Tabi')
al-Zuhri (4),11013,محمد بن مسلم بن شهاب الزهرى,"ابن شهاب الزهري‎, محمد بن مسلم ",al-Zuhri (4),Male,Follower(Tabi')
Nafie (3),11014,نافع أبو عبد الله المدنى مولى ابن عمر,نافع مولى ابن عمر,Nafie (3),Male,Follower(Tabi')
Ayoub al-Sakhtiyani (5),11015,أيوب بن أبى تميمة السختيانى,أيوب السختياني,Ayoub al-Sakhtiyani (5),Male,Follower(Tabi')
al-Hasan al-Basri (3),11016,الحسن بن أبى الحسن البصرى,الحسن البصري,al-Hasan al-Basri (3),Male,Follower(Tabi')
Alqama bin Qays (2),11017,علقمة بن قيس بن عبد الله النخعى,علقمة بن قيس بن عبد الله,Alqama bin Qays (2),Male,Follower(Tabi')
Masrouq bin al-Ajda (1),11018,مسروق بن الأجدع بن مالك الهمدانى الوادعى,مسروق بن الأجدع,Masrouq bin al-Ajda (1),Male,Follower(Tabi')
Qatada (4),11019,قتادة بن دعامة أبو الخطاب السدوسى,قتادة,Qatada (4),Male,Follower(Tabi')
Ata ibn Yasar (2),11020,عطاء بن يسار أبو محمد الهلالى المدنى,عطاء بن يسار أبو محمد مولى ميمونة,Ata ibn Yasar (2),Male,Follower(Tabi')
Abu Muslim al-Khulani (2),11026,أبو مسلم الخولانى الزاهد الشامى,أبو مسلم الخولاني,Abu Muslim al-Khulani (2),Male,Follower(Tabi')
Abu Idrees al-Khulani (2),11027,عائذ الله بن عبد الله أبو إدريس الخولانى,أبو إدريس الخولاني,Abu Idrees al-Khulani (2),Male,Follower(Tabi')
Mujahid bin Jabir (3),11028,مجاهد بن جبر أبو الحجاج المخزومى المكى,مجاهد بن جبر,Mujahid bin Jabir (3),Male,Follower(Tabi')
Ata bin Abi Rabah (3),11029,عطاء بن أبى رباح المكى القرشى,عطاء بن أبي رباح,Ata bin Abi Rabah (3),Male,Follower(Tabi')
Ikramah bin Abdur Rahman,11030,عكرمة بن عبد الرحمن بن الحارث بن هشام,عكرمة بن عبد الرحمن بن الحارث,Ikramah bin Abdur Rahman,Male,Follower(Tabi')
Muhammad bin Abdur Rahman,11031,محمد بن عبد الرحمن بن الحارث الهاشمى,محمد بن عبد الرحمن بن الحارث,Muhammad bin Abdur Rahman,Male,Follower(Tabi')
Ibn Sirin (3),11035,محمد بن سيرين أبو بكر الأنصارى,محمد بن سيرين الأنصاري,Ibn Sirin (3),Male,Follower(Tabi')
Mabad bin Sirin (3),11036,معبد بن سيرين الأنصارى البصرى,معبد بن سيرين الأنصاري,Mabad bin Sirin (3),Male,Follower(Tabi')
Anas bin Sirin (3),11038,أنس بن سيرين أبو موسى الأنصارى,أنس بن سيرين الأنصاري,Anas bin Sirin (3),Male,Follower(Tabi')
Hafsa bint Sirin (3),11039,حفصة بنت سيرين أم الهذيل الأنصارية,حفصة بنت سيرين,Hafsa bint Sirin (3),Famale,Follower(Tabi')
Alqama bin Waqqas (2),11042,علقمة بن وقاص الليثى المدنى,علقمة بن وقاص,Alqama bin Waqqas (2),Male,Follower(Tabi')
Shar bin Hushab al-Ashari ,11044,شهر بن حوشب الأشعرى الشامى مولى أسماء,شهر بن حوشب الأشعري,Shar bin Hushab al-Ashari ,Male,Follower(Tabi')
Ali bin al-Husain bin Ali (3),11045,على بن الحسين بن على زين العابدين,علي بن الحسين بن علي - زين العابدين,Ali bin al-Husain bin Ali (3),Male,Follower(Tabi')
Qays bin Abi Hazim (1),11046,قيس بن أبى حازم البجلى الكوفى,قيس بن أبي حازم,Qays bin Abi Hazim (1),Male,Follower(Tabi')
"Abu Qalaba, Abdullah bin Zayd al-Jarmi (3)",11047,عبد الله بن زيد بن عمرو أبو قلابة الجرمى,عبد الله بن زيد بن عمرو,"Abu Qalaba, Abdullah bin Zayd al-Jarmi (3)",Male,Follower(Tabi')
Muhammad bin al-Munkdar bin Abdullah (3),11048,محمد بن المنكدر بن عبد الله التيمى,محمد بن المنكدر بن عبد الله بن الهدير,Muhammad bin al-Munkdar bin Abdullah (3),Male,Follower(Tabi')
Abu Ishaq al-Sabayai (3),11049,عمرو بن عبد الله أبو إسحاق السبيعى,أبو إسحاق السبيعي عمرو بن عبد الله,Abu Ishaq al-Sabayai (3),Male,Follower(Tabi')
