sequence_id,sanad_chain,chain_length
1311,سعد بن مالك بن سنان أبو سعيد الخدرى -> على بن داود أبو المتوكل الناجى -> عاصم بن سليمان الأحول البصرى -> يحيى بن زكريا بن أبى زائدة الهمدانى,4
1312,أنس بن مالك بن النضر الأنصارى -> هشام بن زيد بن أنس بن مالك الأنصارى -> شعبة بن الحجاج العتكى -> مسكين بن بكير أبو عبد الرحمن الحرانى,4
1313,أنس بن مالك بن النضر الأنصارى -> إسحاق بن عبد الله بن أبى طلحة الأنصارى -> عكرمة بن عمار أبو عمار اليمامى العجلى -> عمر بن يونس بن القاسم اليمامى,4
1314,أنس بن مالك بن النضر الأنصارى -> قتادة بن دعامة أبو الخطاب السدوسى -> سعيد بن أبى عروبة أبو النضر اليشكرى -> يزيد بن زريع أبو معاوية البصرى,4
1315,أم سليم بنت ملحان بن خالد الأنصارية -> أنس بن مالك بن النضر الأنصارى -> قتادة بن دعامة أبو الخطاب السدوسى -> سعيد بن أبى عروبة أبو النضر اليشكرى -> يزيد بن زريع أبو معاوية البصرى,5
1316,أنس بن مالك بن النضر الأنصارى -> سعد بن طارق أبو مالك الأشجعى الكوفى -> صالح بن عمر الواسطى نزيل حلوان,3
1317,هند بنت أبى أمية أم سلمة أم المؤمنين -> زينب بنت أبى سلمة بن عبد الأسد المخزومية -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> محمد بن خازم أبو معاوية الضرير,5
1318,هند بنت أبى أمية أم سلمة أم المؤمنين -> زينب بنت أبى سلمة بن عبد الأسد المخزومية -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> وكيع بن الجراح بن مليح الرؤاسى,5
1319,هند بنت أبى أمية أم سلمة أم المؤمنين -> زينب بنت أبى سلمة بن عبد الأسد المخزومية -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> وكيع بن الجراح بن مليح الرؤاسى,5
1320,هند بنت أبى أمية أم سلمة أم المؤمنين -> زينب بنت أبى سلمة بن عبد الأسد المخزومية -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> سفيان بن عيينة الهلالى,5
1321,عائشة بنت أبى بكر الصديق أم المؤمنين -> عروة بن الزبير بن العوام الأسدى -> محمد بن مسلم بن شهاب الزهرى -> عقيل بن خالد بن عقيل أبو خالد الأيلى -> الليث بن سعد أبو الحارث المصرى -> شعيب بن الليث بن سعد الفهمى المصرى,6
1322,عائشة بنت أبى بكر الصديق أم المؤمنين -> عروة بن الزبير بن العوام الأسدى -> مسافع بن عبد الله بن شيبة الحجبى -> مصعب بن شيبة بن جبير العبدرى الحجبى -> زكريا بن أبى زائدة الوادعى -> يحيى بن زكريا بن أبى زائدة الهمدانى,6
1323,عائشة بنت أبى بكر الصديق أم المؤمنين -> عروة بن الزبير بن العوام الأسدى -> مسافع بن عبد الله بن شيبة الحجبى -> مصعب بن شيبة بن جبير العبدرى الحجبى -> زكريا بن أبى زائدة الوادعى -> يحيى بن زكريا بن أبى زائدة الهمدانى,6
1324,عائشة بنت أبى بكر الصديق أم المؤمنين -> عروة بن الزبير بن العوام الأسدى -> مسافع بن عبد الله بن شيبة الحجبى -> مصعب بن شيبة بن جبير العبدرى الحجبى -> زكريا بن أبى زائدة الوادعى -> يحيى بن زكريا بن أبى زائدة الهمدانى,6
1325,ثوبان الهاشمى مولى رسول الله -> عمرو بن مرثد أبو أسماء الرحبى -> ممطور أبو سلام الأسود الحبشى -> زيد بن سلام بن أبى سلام الحبشى -> معاوية بن سلام بن أبى سلام الدمشقى -> الربيع بن نافع أبو توبة الحلبى,6
1326,ثوبان الهاشمى مولى رسول الله -> عمرو بن مرثد أبو أسماء الرحبى -> ممطور أبو سلام الأسود الحبشى -> زيد بن سلام بن أبى سلام الحبشى -> معاوية بن سلام بن أبى سلام الدمشقى -> يحيى بن حسان التنيسى,6
1327,عائشة بنت أبى بكر الصديق أم المؤمنين -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> محمد بن خازم أبو معاوية الضرير,4
1328,عائشة بنت أبى بكر الصديق أم المؤمنين -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> جرير بن عبد الحميد بن قرط الضبى,4
1329,عائشة بنت أبى بكر الصديق أم المؤمنين -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> على بن مسهر القرشى الكوفى,4
1330,عائشة بنت أبى بكر الصديق أم المؤمنين -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> جرير بن عبد الحميد بن قرط الضبى,4
1331,عائشة بنت أبى بكر الصديق أم المؤمنين -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> عبد الله بن نمير أبو هشام الهمدانى,4
1332,عائشة بنت أبى بكر الصديق أم المؤمنين -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> وكيع بن الجراح بن مليح الرؤاسى,4
1333,عائشة بنت أبى بكر الصديق أم المؤمنين -> عروة بن الزبير بن العوام الأسدى -> هشام بن عروة بن الزبير بن العوام الأسدى -> زائدة بن قدامة أبو الصلت الثقفى الكوفى -> معاوية بن عمرو بن المهلب بن عمرو الأزدى,5
1334,ميمونة بنت الحارث أم المؤمنين -> عبد الله بن عباس بن عبد المطلب الهاشمى -> كريب بن أبى مسلم مولى ابن عباس -> سالم بن أبى الجعد الغطفانى الأشجعى الكوفى -> سليمان بن مهران الأعمش -> عيسى بن يونس بن أبى إسحاق السبيعى,6
1335,ميمونة بنت الحارث أم المؤمنين -> عبد الله بن عباس بن عبد المطلب الهاشمى -> كريب بن أبى مسلم مولى ابن عباس -> سالم بن أبى الجعد الغطفانى الأشجعى الكوفى -> سليمان بن مهران الأعمش -> وكيع بن الجراح بن مليح الرؤاسى,6
1336,ميمونة بنت الحارث أم المؤمنين -> عبد الله بن عباس بن عبد المطلب الهاشمى -> كريب بن أبى مسلم مولى ابن عباس -> سالم بن أبى الجعد الغطفانى الأشجعى الكوفى -> سليمان بن مهران الأعمش -> وكيع بن الجراح بن مليح الرؤاسى,6
1337,ميمونة بنت الحارث أم المؤمنين -> عبد الله بن عباس بن عبد المطلب الهاشمى -> كريب بن أبى مسلم مولى ابن عباس -> سالم بن أبى الجعد الغطفانى الأشجعى الكوفى -> سليمان بن مهران الأعمش -> وكيع بن الجراح بن مليح الرؤاسى,6
1338,ميمونة بنت الحارث أم المؤمنين -> عبد الله بن عباس بن عبد المطلب الهاشمى -> كريب بن أبى مسلم مولى ابن عباس -> سالم بن أبى الجعد الغطفانى الأشجعى الكوفى -> سليمان بن مهران الأعمش -> وكيع بن الجراح بن مليح الرؤاسى,6
1339,ميمونة بنت الحارث أم المؤمنين -> عبد الله بن عباس بن عبد المطلب الهاشمى -> كريب بن أبى مسلم مولى ابن عباس -> سالم بن أبى الجعد الغطفانى الأشجعى الكوفى -> سليمان بن مهران الأعمش -> محمد بن خازم أبو معاوية الضرير,6
